genre,definition
latin alternative,"['Latin brand', 'brand Latin', 'Latin rock', 'rock music', 'music produced', 'produced combining', 'combining genres', 'genres like', 'like alternative', 'alternative hip', 'hip new', 'new pop', 'pop punk', 'punk ska', 'ska traditional', 'traditional Latin', 'Latin Europeans', 'Europeans Latin', 'Latin Americans', 'Americans countries', 'countries French', 'French Catalan']"
norteno,"['Norteño Norteña', 'Norteña música', 'música genre', 'genre Regional', 'Regional Mexican', 'Mexican The', 'The music', 'music based', 'based duple', 'duple triple', 'triple metre', 'metre lyrics', 'lyrics deal', 'deal socially', 'socially relevant', 'relevant norteño', 'norteño love', 'love The', 'The accordion', 'accordion bajo', 'bajo sexto', 'sexto traditional', 'traditional characteristic', 'characteristic Norteña', 'Norteña music', 'music developed', 'developed late', 'late mixture', 'mixture local', 'local Mexican', 'Mexican music', 'music folk', 'folk genre', 'genre popular', 'popular Mexico', 'Mexico United', 'United especially', 'especially Mexican', 'Mexican popular', 'popular countries', 'countries far', 'far Colombia', 'Colombia Though', 'Though originating', 'originating rural', 'rural norteño', 'norteño popular', 'popular rural', 'rural urban', 'urban conjunto', 'conjunto norteño', 'norteño type', 'type Mexican', 'Mexican folk', 'folk It', 'It includes', 'includes diatonic', 'diatonic bajo', 'bajo electric', 'electric bass', 'bass double']"
colombian pop,[]
pop urbaine,[]
country rock,"['Country rock', 'rock subgenre', 'subgenre popular', 'popular formed', 'formed fusion', 'fusion rock', 'rock It', 'It developed', 'developed rock', 'rock musicians', 'musicians began', 'began record', 'record records', 'records late', 'late early', 'early These', 'These musicians', 'musicians recorded', 'recorded rock', 'rock records', 'records country', 'country vocal', 'vocal additional', 'additional characteristically', 'characteristically pedal', 'pedal steel', 'steel Country', 'Country rock', 'rock began', 'began artists', 'artists like', 'like Buffalo', 'Buffalo Michael', 'Michael Bob', 'Bob Nitty', 'Nitty Gritty', 'Gritty Dirt', 'Dirt Flying', 'Flying Burrito', 'Burrito The', 'The International', 'International Submarine', 'Submarine Band', 'Band reaching', 'reaching greatest', 'greatest popularity', 'popularity artists', 'artists Emmylou', 'Emmylou Linda', 'Linda Michael', 'Michael Charlie', 'Charlie Daniels', 'Daniels Pure', 'Pure Prairie', 'Prairie Country', 'Country rock', 'rock influenced', 'influenced artists', 'artists including', 'including Grateful', 'Grateful Creedence', 'Creedence Clearwater', 'Clearwater Rolling', 'Rolling George', 'George solo', 'solo playing', 'playing development', 'development Southern']"
latin rock,"['Latin rock', 'rock term', 'term describe', 'describe subgenre', 'subgenre blending', 'blending traditional', 'traditional sounds', 'sounds elements', 'elements Latin', 'Latin American', 'American Hispanic', 'Hispanic Caribbean', 'Caribbean folk', 'folk rock', 'rock widely', 'widely media', 'media refer', 'refer kind', 'kind rock', 'rock music', 'music featuring', 'featuring Spanish', 'Spanish Portuguese', 'Portuguese This', 'This led', 'led controversy', 'controversy scope', 'scope rock', 'rock confused', 'confused music', 'music Latin', 'Latin rock', 'rock en', 'en closely', 'closely related', 'related Latin', 'Latin alternative', 'alternative scene', 'scene combines', 'combines Latin', 'Latin elements', 'elements alternative', 'alternative electronic', 'electronic indie', 'indie hip', 'hip hop', 'hop term', 'term refer']"
mexican pop,"['Mexican pop', 'pop music', 'music genre', 'genre produced', 'produced particularly', 'particularly intended', 'intended teenagers', 'teenagers young', 'young country', 'country exports', 'exports entertainment', 'entertainment Spanish', 'Spanish Mexican', 'Mexican pop', 'pop limited', 'limited Latin', 'Latin America', 'America interest', 'interest type', 'type music', 'music increased', 'increased Luis', 'Luis Paulina', 'Paulina Angélica', 'Angélica debuts', 'debuts mainstream', 'mainstream USA', 'USA southwestern', 'southwestern United', 'United Spanish', 'Spanish guitar', 'guitar rhythms', 'rhythms Mexican', 'Mexican musical', 'musical influences', 'influences inspired', 'inspired music', 'music American', 'American musicians', 'musicians Ritchie', 'Ritchie Danny', 'Danny Flores', 'Flores The', 'The Sam', 'Sam Roy', 'Roy Orbison', 'Orbison Herb', 'Herb public', 'public exhibited', 'exhibited moderate', 'moderate interest', 'interest media', 'media attention', 'attention focused', 'focused La', 'La Ola', 'Ola Inglesa', 'Inglesa Andy', 'Andy relocated', 'relocated Mexico', 'Mexico star', 'star motion', 'motion records', 'records During', 'During pop', 'pop music', 'music produced', 'produced Mexico', 'Mexico consisted', 'consisted versions', 'versions Singers', 'Singers musical', 'musical groups', 'groups like', 'like César', 'César Angélica', 'Angélica Enrique', 'Enrique Alberto', 'Alberto Manolo', 'Manolo Johnny', 'Johnny Julissa', 'Julissa Los', 'Los Teen', 'Teen Tops', 'Tops performed', 'performed cover', 'cover versions', 'versions songs', 'songs Elvis', 'Elvis Nancy', 'Nancy Paul', 'Paul Joan', 'Joan Baez', 'Baez substantial', 'substantial success', 'success guitarist', 'guitarist Carlos', 'Carlos Santana', 'Santana United', 'United States', 'States late', 'late large', 'large number', 'number bands', 'bands sprang', 'sprang Most', 'Most bands', 'bands sang', 'sang Spanish', 'Spanish keeping', 'keeping foreign', 'foreign commercial', 'commercial exposure']"
arrocha,"['The Arrocha', 'Arrocha style', 'style originated', 'originated interior', 'interior notably', 'notably city', 'city seresta', 'seresta styles', 'styles musical', 'musical thematic', 'thematic musical', 'musical lyrics', 'lyrics based', 'based love', 'love stories', 'stories people', 'people interior', 'interior metropolitan', 'metropolitan regions', 'regions Quickly', 'Quickly spreading', 'spreading gained', 'gained popularity', 'popularity Northeast', 'Northeast region', 'region Nowadays', 'Nowadays popular']"
viral rap,[]
funk carioca,"['Funk carioca', 'carioca known', 'known favela', 'favela funk', 'funk parts', 'parts baile', 'baile funk', 'funk Brazilian', 'Brazilian simply', 'simply hip', 'hip style', 'style Rio', 'Rio de', 'de blending', 'blending funk', 'funk rap', 'rap subgenres', 'subgenres Miami', 'Miami bass', 'bass gangsta', 'gangsta refers', 'refers actual', 'actual parties', 'parties discotheques', 'discotheques music', 'music played', 'played meaning', 'meaning Although', 'Although originated', 'originated increasingly', 'increasingly popular', 'popular working', 'working classes', 'classes parts', 'parts In', 'In funk', 'funk carioca', 'carioca simply', 'simply known', 'known musically', 'musically different', 'different internationally', 'internationally In', 'In shows', 'shows urban', 'urban Afro', 'Afro beats']"
reggaeton colombiano,[]
folk rock,"['Folk rock', 'rock hybrid', 'hybrid music', 'music genre', 'genre combines', 'combines elements', 'elements folk', 'folk rock', 'rock arose', 'arose United', 'United United', 'United Kingdom', 'Kingdom In', 'In folk', 'folk rock', 'rock emerged', 'emerged folk', 'folk music', 'music Performers', 'Performers Bob', 'Bob Dylan', 'Dylan members', 'members earlier', 'earlier played', 'played folk', 'folk blend', 'blend sounds', 'sounds rock', 'rock folk', 'folk adopting', 'adopting use', 'use electric', 'electric instrumentation', 'instrumentation drums', 'drums way', 'way previously', 'previously discouraged', 'discouraged folk', 'folk The', 'The term', 'term initially', 'initially music', 'music press', 'press June', 'June describe', 'describe commercial', 'commercial success', 'success cover', 'cover version', 'version Tambourine', 'Tambourine debut', 'debut album', 'album recordings', 'recordings rock', 'rock albums', 'albums Bringing', 'Bringing It', 'It All', 'All Back', 'Back Home', 'Home Highway', 'Highway Revisited', 'Revisited Blonde', 'Blonde Blonde', 'Blonde folk', 'folk Simon', 'Simon use', 'use electric', 'electric backing', 'backing records', 'records new', 'new Buffalo', 'Buffalo controversial', 'controversial appearance', 'appearance Newport', 'Newport Folk', 'Folk Festival', 'Festival July', 'July backed', 'backed electric', 'electric pivotal', 'pivotal moment', 'moment development', 'development late', 'late Britain', 'Britain eclectic', 'eclectic British', 'British folk', 'folk rock', 'rock style', 'style created', 'created Fairport', 'Fairport Convention', 'Convention Alan', 'Alan Inspired', 'Inspired British', 'British psychedelic', 'psychedelic folk', 'folk North', 'North American', 'American style', 'style folk', 'folk British', 'British folk', 'folk rock', 'rock bands', 'bands began', 'began incorporate', 'incorporate elements', 'elements traditional', 'traditional British', 'British folk', 'folk music', 'music leading', 'leading including', 'including overtly', 'overtly English', 'English folk', 'folk rock', 'rock Albion', 'Albion Band', 'Band Celtic']"
j-pop,"['stylized abbreviated', 'abbreviated form', 'form popular', 'popular natively', 'natively known', 'known simply', 'simply pops', 'pops form', 'form popular', 'popular music', 'music entered', 'entered musical', 'musical mainstream', 'mainstream Japan', 'Japan Modern', 'Modern roots', 'roots traditional', 'traditional music', 'music significantly', 'significantly pop', 'pop rock', 'rock replaced', 'replaced kayōkyoku', 'kayōkyoku Singing', 'Singing term', 'term Japanese', 'Japanese popular', 'popular music', 'music Japanese', 'Japanese music', 'music bands', 'bands Happy', 'Happy End', 'End fused', 'fused Beatles', 'Beatles Beach', 'Beach rock', 'rock Japanese', 'Japanese music', 'music popularity', 'popularity international', 'international popularity', 'popularity Westerns', 'Westerns appeal', 'appeal work', 'work musicians', 'musicians like', 'like Charlie', 'Charlie Nagatani', 'Nagatani venues', 'venues including', 'including Little', 'Little mainstream', 'mainstream producer', 'producer Nujabes', 'Nujabes work', 'work Samurai', 'Samurai Japanese', 'Japanese pop', 'pop culture', 'culture seen', 'seen anime', 'anime hip', 'hip Other', 'Other trends', 'trends Japanese', 'Japanese music', 'music include', 'include early', 'early Namie', 'Namie Latin', 'Latin gospel', 'gospel music', 'music scenes', 'scenes defined', 'defined new', 'new wave', 'wave crossover', 'crossover fusion', 'fusion acts', 'acts late', 'late Yellow', 'Yellow Magic', 'Magic Orchestra', 'Orchestra Southern', 'Southern All', 'All Popular', 'Popular styles', 'styles Japanese', 'Japanese pop', 'pop music', 'music include', 'include technopop', 'technopop city', 'city pop']"
art rock,"['Art rock', 'rock subgenre', 'subgenre rock', 'rock music', 'music generally', 'generally reflects', 'reflects challenging', 'challenging approach', 'approach makes', 'makes use', 'use unconventional', 'unconventional Art', 'Art rock', 'rock aspires', 'aspires elevate', 'elevate rock', 'rock entertainment', 'entertainment artistic', 'artistic opting', 'opting experimental', 'experimental conceptual', 'conceptual outlook', 'outlook Influences', 'Influences drawn', 'drawn genres', 'genres experimental', 'experimental classical', 'classical music', 'music created', 'created intention', 'intention listening', 'listening contemplation', 'contemplation distinguished', 'distinguished use', 'use electronic', 'electronic effects', 'effects easy', 'easy listening', 'listening textures', 'textures far', 'far removed', 'removed propulsive', 'propulsive rhythms', 'rhythms early', 'early The', 'The term', 'term interchangeably', 'interchangeably instead', 'instead characterized', 'characterized particular', 'particular employment', 'employment classically', 'classically trained', 'trained instrumental', 'instrumental technique', 'technique symphonic', 'symphonic greatest', 'greatest level', 'level popularity', 'popularity early', 'early British', 'British The', 'The theatrical', 'theatrical nature', 'nature performances', 'performances associated', 'associated able', 'able appeal', 'appeal artistically', 'artistically inclined', 'inclined adolescents', 'adolescents younger', 'younger especially', 'especially virtuosity', 'virtuosity Art', 'Art rock', 'rock associated', 'associated certain', 'certain period', 'period rock', 'rock beginning', 'beginning ending', 'ending arrival', 'arrival punk', 'punk rock', 'rock genre', 'genre infused', 'infused later', 'later popular', 'popular music', 'music genres']"
metal,"['Heavy metal', 'metal simply', 'simply genre', 'genre rock', 'rock music', 'music developed', 'developed late', 'late early', 'early largely', 'largely United', 'United Kingdom', 'Kingdom United', 'United With', 'With roots', 'roots blues', 'blues psychedelic', 'psychedelic rock', 'rock acid', 'acid heavy', 'heavy metal', 'metal bands', 'bands developed', 'developed monumental', 'monumental sound', 'sound characterized', 'characterized distorted', 'distorted extended', 'extended guitar', 'guitar emphatic', 'emphatic beats', 'beats famous', 'famous Led', 'Led Black', 'Black Sabbath', 'Sabbath Deep', 'Deep Though', 'Though came', 'came attract', 'attract wide', 'wide derided', 'derided Several', 'Several American', 'American bands', 'bands modified', 'modified heavy', 'heavy metal', 'metal accessible', 'accessible forms', 'forms sleazy', 'sleazy sound', 'sound shock', 'shock rock', 'rock Alice', 'Alice Cooper', 'Cooper rock', 'rock flashy', 'flashy guitar', 'guitar leads', 'leads party', 'party rock', 'rock Van', 'Van During', 'During Judas', 'Judas Priest', 'Priest helped', 'helped spur', 'spur evolution', 'evolution discarding', 'discarding blues', 'blues Motörhead', 'Motörhead introduced', 'introduced punk', 'punk rock', 'rock sensibility', 'sensibility increasing', 'increasing emphasis', 'emphasis Beginning', 'Beginning late', 'late bands', 'bands new', 'new wave', 'wave British', 'British heavy', 'heavy metal', 'metal Iron', 'Iron Maiden', 'Maiden Saxon', 'Saxon followed', 'followed similar', 'similar By', 'By end', 'end heavy', 'heavy metal', 'metal fans', 'fans known', 'known The', 'The lyrics', 'lyrics performances', 'performances usually', 'usually associated', 'associated aggression', 'aggression issue', 'issue led', 'led accusations', 'accusations glam', 'glam metal', 'metal popular', 'popular groups', 'groups Bon', 'Bon Mötley', 'Mötley Crüe', 'Crüe underground', 'underground scenes', 'scenes produced', 'produced array', 'array aggressive', 'aggressive thrash', 'thrash metal', 'metal broke', 'broke mainstream', 'mainstream bands', 'bands extreme', 'extreme subgenres', 'subgenres death', 'death metal', 'metal black', 'black metal', 'metal remain', 'remain subcultural', 'subcultural Since', 'Since popular', 'popular styles', 'styles expanded', 'expanded definition', 'definition These', 'These include', 'include groove', 'groove metal', 'metal nu', 'nu incorporates', 'incorporates elements', 'elements grunge', 'grunge hip']"
adult standards,"['Adult standards', 'standards North', 'North American', 'American radio', 'radio format', 'format heard', 'heard primarily', 'primarily AM', 'AM class', 'class A', 'A FM', 'FM standards', 'standards known', 'known nostalgia', 'nostalgia aimed', 'aimed meaning', 'meaning mainly', 'mainly people', 'people years', 'years targeted', 'targeted senior', 'senior It', 'It primarily', 'primarily AM', 'AM market', 'market research', 'research reveals', 'reveals persons', 'persons age', 'age group', 'group listen', 'listen music', 'music AM', 'AM sizable', 'sizable Adult', 'Adult standards', 'standards popular', 'popular format', 'format late', 'late early', 'early way', 'way reach', 'reach mature', 'mature adults', 'adults came', 'came age', 'age rock', 'rock era', 'era mature', 'mature adult', 'adult contemporary', 'contemporary radio', 'radio young', 'young beautiful', 'beautiful music', 'music MOR', 'MOR A', 'A typical', 'typical adult', 'adult standards', 'standards playlist', 'playlist includes', 'includes traditional', 'traditional pop', 'pop music', 'music artists', 'artists Frank', 'Frank Sinatra', 'Sinatra Tony', 'Tony easy', 'easy listening', 'listening numbers', 'numbers Roger', 'Roger Whittaker', 'Whittaker softer', 'softer tunes', 'tunes oldies', 'oldies adult', 'adult contemporary', 'contemporary music', 'music originally', 'originally format', 'format features', 'features big', 'big band', 'band particularly', 'particularly modern', 'modern stations', 'stations eschew', 'eschew Younger', 'Younger artists', 'artists record', 'record era', 'era Harry', 'Harry Connick', 'Connick Diana', 'Diana played', 'played The', 'The term', 'term title', 'title reference', 'reference song', 'song covered', 'covered extensively', 'extensively artists', 'artists prolonged', 'prolonged period', 'period adult', 'adult standards', 'standards play', 'play true', 'true standards', 'standards limited', 'limited time', 'time number', 'number declined', 'declined approximately', 'approximately fewer', 'fewer Because', 'Because adult', 'adult standards', 'standards audience', 'audience increased', 'increased age', 'age point', 'point listeners', 'listeners died', 'died longer', 'longer attractive', 'attractive format', 'format known', 'known today', 'today like', 'like contemporary', 'contemporary decline', 'decline oldies', 'oldies smooth', 'smooth jazz', 'jazz earlier', 'earlier demise', 'demise easy', 'easy likely', 'likely die', 'die Most', 'Most independently', 'independently programmed', 'programmed adult', 'adult standards', 'standards stations', 'stations transitioned', 'transitioned formats', 'formats classic', 'classic adult', 'adult contemporary', 'contemporary music', 'music similar', 'similar music', 'music skew', 'skew modern']"
chicago rap,[]
house,"['House music', 'music genre', 'genre characterized', 'characterized repetitive', 'repetitive beat', 'beat typical', 'typical tempo', 'tempo beats', 'beats It', 'It created', 'created DJs', 'DJs music', 'music producers', 'producers underground', 'underground club', 'club culture', 'culture late', 'late DJs', 'DJs began', 'began altering', 'altering disco', 'disco songs', 'songs mechanical', 'mechanical pioneered', 'pioneered DJs', 'DJs producers', 'producers Chicago', 'Chicago Frankie', 'Frankie Ron', 'Ron Jesse', 'Jesse Chip', 'Chip Steve', 'Steve Farley', 'Farley Marshall', 'Marshall Phuture', 'Phuture House', 'House music', 'music expanded', 'expanded American', 'American cities', 'cities New', 'New York', 'York City', 'City worldwide', 'worldwide large', 'large effect', 'effect pop', 'pop especially', 'especially dance', 'dance It', 'It incorporated', 'incorporated major', 'major international', 'international pop', 'pop artists', 'artists including', 'including Whitney', 'Whitney Janet', 'Janet Jackson', 'Jackson Kylie', 'Kylie Pet', 'Pet Shop', 'Shop Boys', 'Boys Madonna', 'Madonna produced', 'produced mainstream', 'mainstream hits', 'hits Lil', 'Lil Me', 'Me Robin', 'Robin Feeling', 'Feeling Many', 'Many house', 'house DJs', 'DJs continue', 'continue remixes', 'remixes pop', 'pop House', 'House music', 'music remained', 'remained popular', 'popular radio', 'radio clubs', 'clubs retaining', 'retaining foothold', 'foothold underground', 'underground scenes']"
k-pop boy group,[]
soul,"['Soul music', 'music referred', 'referred simply', 'simply popular', 'popular music', 'music genre', 'genre originated', 'originated African', 'African American', 'American community', 'community United', 'United States', 'States late', 'late early', 'early It', 'It roots', 'roots gospel', 'gospel rhythm', 'rhythm Soul', 'Soul music', 'music popular', 'popular dancing', 'dancing record', 'record labels', 'labels Atlantic', 'Atlantic Stax', 'Stax influential', 'influential Civil', 'Civil Rights', 'Rights Soul', 'Soul popular', 'popular directly', 'directly influencing', 'influencing rock', 'rock music', 'music music', 'music It', 'It resurgence', 'resurgence artists', 'artists like', 'like Erykah', 'Erykah Badu', 'Badu genre', 'genre Rock', 'Rock Roll', 'Roll Hall', 'Hall soul', 'soul arose', 'arose black', 'black experience', 'experience America', 'America transmutation', 'transmutation gospel', 'gospel rhythm', 'rhythm blues', 'blues form', 'form secular', 'secular Catchy', 'Catchy stressed', 'stressed handclaps', 'handclaps extemporaneous', 'extemporaneous body', 'body important', 'important feature', 'feature soul', 'soul Other', 'Other characteristics', 'characteristics response', 'response lead', 'lead vocalist', 'vocalist chorus', 'chorus especially', 'especially tense', 'tense vocal', 'vocal The', 'The style', 'style occasionally', 'occasionally uses', 'uses improvisational', 'improvisational twirls', 'twirls auxiliary', 'auxiliary Soul', 'Soul music', 'music reflects', 'reflects identity', 'identity stresses', 'stresses importance', 'importance The', 'The consciousness', 'consciousness led', 'led new', 'new styles', 'styles boasted', 'boasted pride', 'pride music', 'music dominated', 'dominated chart', 'chart recordings', 'recordings crossed', 'crossed pop', 'pop charts', 'charts By', 'By soul', 'soul music', 'music genre', 'genre begun', 'begun Some', 'Some soul', 'soul artists', 'artists developed', 'developed funk', 'funk singers', 'singers groups', 'groups developed', 'developed cases', 'cases politically', 'politically conscious', 'conscious By', 'By early', 'early soul', 'soul music', 'music influenced', 'influenced psychedelic', 'psychedelic progressive', 'progressive leading', 'leading psychedelic', 'psychedelic progressive', 'progressive The', 'The United', 'United States', 'States saw', 'saw development', 'development neo', 'neo soul', 'soul There', 'There subgenres', 'subgenres offshoots', 'offshoots soul', 'soul key', 'key subgenres', 'subgenres soul', 'soul include', 'include Motown', 'Motown rhythmic', 'rhythmic deep', 'deep soul', 'soul southern', 'southern energetic', 'energetic soul', 'soul styles', 'styles combining', 'combining southern', 'southern gospel', 'gospel music', 'music Memphis', 'Memphis sultry', 'sultry New', 'New Orleans', 'Orleans came', 'came rhythm', 'rhythm blues', 'blues Chicago', 'Chicago lighter', 'lighter Philadelphia', 'Philadelphia lush', 'lush orchestral', 'orchestral sound', 'sound psychedelic', 'psychedelic blend', 'blend psychedelic', 'psychedelic rock', 'rock soul']"
latin arena pop,[]
indie rock,"['Indie rock', 'rock subgenre', 'subgenre rock', 'rock music', 'music originated', 'originated United', 'United United', 'United Kingdom', 'Kingdom New', 'New Zealand', 'Zealand Originally', 'Originally describe', 'describe independent', 'independent record', 'record term', 'term associated', 'associated music', 'music produced', 'produced initially', 'initially interchangeably', 'interchangeably alternative', 'alternative rock', 'rock pop', 'pop primary', 'primary scenes', 'scenes movement', 'movement cultural', 'cultural scene', 'scene based', 'based convergence', 'convergence noise', 'noise pop', 'pop jangle', 'jangle popular', 'popular large', 'large student', 'student Independent', 'Independent labels', 'labels Flying', 'Flying Nun', 'Nun began', 'began promote', 'promote scene', 'scene New', 'New inspiring', 'inspiring key', 'key college', 'college rock', 'rock bands', 'bands United', 'United States', 'States Pixies', 'Pixies Other', 'Other notable', 'notable scenes', 'scenes grew', 'grew Manchester', 'Manchester thriving', 'thriving use', 'use term', 'term started', 'started shift', 'shift reference', 'reference recording', 'recording companies', 'companies describe', 'describe style', 'style music', 'music produced', 'produced punk', 'punk During', 'During grunge', 'grunge punk', 'punk revival', 'revival bands', 'bands US', 'US Britpop', 'Britpop bands', 'bands UK', 'UK broke', 'broke term', 'term lost', 'lost original', 'original The', 'The term', 'term associated', 'associated bands', 'bands genres', 'genres remained', 'remained dedicated', 'dedicated independent', 'independent By', 'By end', 'end indie', 'indie rock', 'rock developed', 'developed subgenres', 'subgenres related', 'related including', 'including noise', 'noise math', 'math In', 'In changes', 'changes music', 'music industry', 'industry growing', 'growing importance', 'importance internet', 'internet enabled', 'enabled new', 'new wave', 'wave indie', 'indie rock', 'rock bands', 'bands achieve', 'achieve mainstream', 'mainstream leading', 'leading questions', 'questions meaningfulness', 'meaningfulness early', 'early new', 'new group', 'group bands', 'bands played', 'played version', 'version guitar', 'guitar rock', 'rock emerged', 'emerged The', 'The commercial', 'commercial breakthrough', 'breakthrough scenes', 'scenes led', 'led The', 'The The', 'The White', 'White The', 'The Hives', 'Hives The', 'The Emo', 'Emo broke', 'broke mainstream', 'mainstream culture', 'culture early', 'early By', 'By end', 'end proliferation', 'proliferation indie', 'indie bands', 'bands referred', 'referred term', 'term subgenre', 'subgenre certain', 'certain type', 'type indie', 'indie way', 'way Britpop', 'Britpop British', 'British guitar', 'guitar music']"
sertanejo universitario,"['Música sertaneja', 'sertaneja sertanejo', 'sertanejo music', 'music style', 'style origins', 'origins countryside', 'countryside Brazil', 'Brazil Its', 'Its contemporary', 'contemporary developments', 'developments popular', 'popular music', 'music style', 'style particularly', 'particularly countryside', 'countryside Subgenres', 'Subgenres include', 'include sertanejo', 'sertanejo de', 'de sertanejo', 'sertanejo sertanejo', 'sertanejo songs', 'songs played', 'played music', 'music genre', 'genre Brazilian', 'Brazilian constantly', 'constantly topping', 'topping Brazilian', 'Brazilian music', 'music música', 'música sertaneja', 'sertaneja albums', 'albums granted', 'granted specific', 'specific category', 'category Latin', 'Latin Grammy', 'Grammy sertanejo', 'sertanejo artists', 'artists times', 'times formed', 'formed typically', 'typically singing', 'singing vocal', 'vocal especially', 'especially major', 'major employing', 'employing frequent', 'frequent Men', 'Men traditionally', 'traditionally dominated', 'dominated women', 'women Paula', 'Paula Maria', 'Maria Simone', 'Simone Simaria', 'Simaria achieved', 'achieved mainstream', 'mainstream success', 'success called', 'called developed', 'developed consisting', 'consisting use', 'use guitars', 'guitars influenced', 'influenced Western', 'Western pop', 'pop It', 'It grown', 'grown popular', 'popular Brazilian', 'Brazilian youth', 'youth nationwide', 'nationwide dominated', 'dominated sertanejo']"
hip pop,"['Pop rap', 'rap known', 'known pop', 'pop hip', 'hip melodic', 'melodic melodic', 'melodic genre', 'genre music', 'music fusing', 'fusing lyricism', 'lyricism hip', 'hip hop', 'hop music', 'music pop', 'pop preference', 'preference melodious', 'melodious vocals', 'vocals catchy', 'catchy This', 'This genre', 'genre gained', 'gained mainstream', 'mainstream popularity', 'popularity influences', 'influences roots', 'roots pop', 'pop rap', 'rap trace', 'trace hip', 'hip hop', 'hop artists', 'artists LL', 'LL Cool', 'Cool Beastie', 'Beastie The', 'The lyrics', 'lyrics choruses', 'choruses similar', 'similar heard', 'heard pop']"
neo soul,"['Neo soul', 'soul called', 'called progressive', 'progressive genre', 'genre popular', 'popular As', 'As coined', 'coined music', 'music industry', 'industry entrepreneur', 'entrepreneur Kedar', 'Kedar Massenburg', 'Massenburg late', 'late market', 'market describe', 'describe style', 'style music', 'music emerged', 'emerged soul', 'soul contemporary', 'contemporary Heavily', 'Heavily based', 'based soul', 'soul neo', 'neo soul', 'soul distinguished', 'distinguished conventional', 'conventional sound', 'sound contemporary', 'contemporary incorporated', 'incorporated elements', 'elements ranging', 'ranging jazz', 'jazz hip', 'hip African', 'African music', 'music electronic', 'electronic It', 'It noted', 'noted music', 'music writers', 'writers traditional', 'traditional strong', 'strong female', 'female soul', 'soul developed', 'developed early', 'early United', 'United States', 'States United', 'United soul', 'soul revival', 'revival It', 'It earned', 'earned mainstream', 'mainstream success', 'success commercial', 'commercial critical', 'critical breakthroughs', 'breakthroughs including', 'including Erykah', 'Erykah Lauryn', 'Lauryn Their', 'Their music', 'music marketed', 'marketed alternative', 'alternative digitally', 'digitally approached', 'approached ambivalent', 'ambivalent initial', 'initial mainstream', 'mainstream popularity', 'popularity impact', 'impact sound', 'sound contemporary', 'contemporary neo', 'neo soul', 'soul expanded', 'expanded diversified', 'diversified musically', 'musically works', 'works American', 'American international', 'international Its', 'Its mainstream', 'mainstream presence', 'presence declined', 'declined newer', 'newer artists', 'artists emerged', 'emerged independent', 'independent means', 'means marketing', 'marketing In', 'In book', 'book The', 'The Essential', 'Essential Neo', 'Neo Soul', 'Soul music', 'music journalist', 'journalist culture', 'culture critic', 'critic Chris', 'Chris Campbell', 'Campbell writes', 'writes genre', 'genre misunderstood', 'misunderstood artists', 'artists historical', 'historical social', 'social relevance', 'relevance validates', 'validates designation', 'designation current', 'current face', 'face alternative', 'alternative progressive', 'progressive soul', 'soul music', 'music underground', 'underground overground', 'overground complete', 'complete distinct', 'distinct origin', 'origin developmental', 'developmental According', 'According Mark', 'Mark Anthony', 'Anthony incarnations', 'incarnations helped', 'helped redefine', 'redefine boundaries', 'boundaries contours', 'contours black']"
modern alternative rock,[]
reggaeton flow,[]
sertanejo,"['Música sertaneja', 'sertaneja sertanejo', 'sertanejo music', 'music style', 'style origins', 'origins countryside', 'countryside Brazil', 'Brazil Its', 'Its contemporary', 'contemporary developments', 'developments popular', 'popular music', 'music style', 'style particularly', 'particularly countryside', 'countryside Subgenres', 'Subgenres include', 'include sertanejo', 'sertanejo de', 'de sertanejo', 'sertanejo sertanejo', 'sertanejo songs', 'songs played', 'played music', 'music genre', 'genre Brazilian', 'Brazilian constantly', 'constantly topping', 'topping Brazilian', 'Brazilian music', 'music música', 'música sertaneja', 'sertaneja albums', 'albums granted', 'granted specific', 'specific category', 'category Latin', 'Latin Grammy', 'Grammy sertanejo', 'sertanejo artists', 'artists times', 'times formed', 'formed typically', 'typically singing', 'singing vocal', 'vocal especially', 'especially major', 'major employing', 'employing frequent', 'frequent Men', 'Men traditionally', 'traditionally dominated', 'dominated women', 'women Paula', 'Paula Maria', 'Maria Simone', 'Simone Simaria', 'Simaria achieved', 'achieved mainstream', 'mainstream success', 'success called', 'called developed', 'developed consisting', 'consisting use', 'use guitars', 'guitars influenced', 'influenced Western', 'Western pop', 'pop It', 'It grown', 'grown popular', 'popular Brazilian', 'Brazilian youth', 'youth nationwide', 'nationwide dominated', 'dominated sertanejo']"
europop,"['Europop spelled', 'spelled Euro', 'Euro style', 'style pop', 'pop music', 'music originated', 'originated Europe', 'Europe developed', 'developed form', 'form late', 'late Europop', 'Europop topped', 'topped charts', 'charts revivals', 'revivals moderate', 'moderate degrees', 'degrees appreciation']"
banda,"['Banda genre', 'genre Regional', 'Regional Mexican', 'Mexican music', 'music musical', 'musical ensemble', 'ensemble wind', 'wind brass', 'brass history', 'history banda', 'banda music', 'music Mexico', 'Mexico dates', 'dates middle', 'middle century', 'century arrival', 'arrival piston', 'piston metal', 'metal community', 'community musicians', 'musicians tried', 'tried imitate', 'imitate military', 'military The', 'The bandas', 'bandas formed', 'formed Southern', 'Southern Central', 'Central In', 'In village', 'village different', 'different certain', 'certain types', 'types brass']"
